name	lat	lng	desc	category	subcategory	image_file	teaser_file	in_person_file	teaser_description	in_person_radius	in_person_duration	in_person_file_type	color	icon	_layout
Enliven Hair	45.0915972	-64.3627168	<p></p>	Health & Wellness	Health & Wellness				<p></p>	None	None	None	#cf94ef	spa	text
Reclaim Wellness	45.0919422	-64.3590451	<p></p>	Professional Services	Professional Services				<p></p>	None	None	None	#cf94ef	spa	text
SG Medi Spa	45.0916203	-64.3580392	<p></p>	Professional Services	Professional Services				<p></p>	None	None	None	#cf94ef	spa	text
What's The Buzz	45.0919005111481	-64.3620109478504		Professional Services	Professional Services				<p></p>	None	None	None	#cf94ef	spa	text
Wolfville Tattoo & Piercing	45.0919915	-64.3641919	<p></p>	Professional Services	Professional Services				<p></p>	None	None	None	#cf94ef	spa	text
Yoga Life	45.0919554	-64.3586892	<p></p>	Health & Wellness	Health & Wellness				<p></p>	None	None	None	#cf94ef	spa	text
Wolfville & District Lions Club	45.0934383	-64.3644145		Professional Services	Professional Services				<p></p>	None	None	None	#0080ff	business_center	text
Broadview Press	45.0923881	-64.3614664	<p></p>	Professional Services	Professional Services				<p></p>	None	None	None	#808080	business_center	text
The Grapevine Newspaper	45.09151	-64.363191	<p></p>	Professional Services	Professional Services				<p></p>	None	None	None	#808080	business_center	text
Building Blocks Daycare	45.083832	-64.3466751		Professional Services	Professional Services				<p></p>	None	None	None	#808080	business_center	text
Wolfville Children's Centre	45.088812	-64.371249	<p></p>	Professional Services	Professional Services				<p></p>	None	None	None	#808080	business_center	text
Subway	45.0912265	-64.3633797	<p></p>	Food & Beverages	Food & Beverages				<p></p>	None	None	None	#ff0000	restaurant	text
Julie Skaling Physiotherapy	45.087517	-64.371493	<p></p>	Professional Services	Professional Services				<p></p>	None	None	None	#808080	business_center	text
Cajun's Clothing	45.08855	-64.36475	<p></p>	Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
In Wolfville Luxury Bed & Breakfast	45.094296	-64.34084		Accommodations	Accommodations				<p></p>	None	None	None	#008000	local_hotel	text
Wolfville Nursing Homes Ltd.	45.0896417	-64.3722579		Professional Services	Professional Services				<p></p>	None	None	None	#808080	business_center	text
Wickwire Place Assisted Living Residence	45.088352	-64.372775		Professional Services	Professional Services				<p></p>	None	None	None	#808080	business_center	text
Wolfville Elms	45.0868507	-64.3790725		Professional Services	Professional Services				<p></p>	None	None	None	#808080	business_center	text
Garden House Bed & Breakfast	45.0925482583633	-64.3526539300594		Accommodations	Accommodations				<p></p>	None	None	None	#008000	local_hotel	text
St. John's Anglican Church, Parish of Horton	45.092411	-64.348309		Other	Other				<p></p>	None	None	None	#8080ff	domain	text
St. Francis of Assisi Catholic Church	45.093390868282	-64.3453354713196		Other	Other				<p></p>	None	None	None	#8080ff	domain	text
Manning Memorial Chapel	45.0892923	-64.3656913		Other	Other				<p></p>	None	None	None	#8080ff	domain	text
Christ Community Church	45.08949728559	-64.3612674490738		Other	Other				<p></p>	None	None	None	#8080ff	domain	text
Lamb's Way Christian Ministries	45.0934458027932	-64.3644843908767		Other	Other				<p></p>	None	None	None	#8080ff	domain	text
Wolfville Ridge United Baptist Church	45.078857	-64.3477599		Other	Other				<p></p>	None	None	None	#8080ff	domain	text
Bishop Hall	45.0833205	-64.4006471		Other	Other				<p></p>	None	None	None	#8080ff	domain	text
Acadia Divinity College	45.0874632	-64.3638878		Other	Other				<p></p>	None	None	None	#8080ff	domain	text
The Stella Rose Bed & Breakfast	45.089606	-64.373051		Accommodations	Accommodations				<p></p>	None	None	None	#008000	local_hotel	text
Reta's Hideaway by the Harbour	45.0920882706436	-64.3575559625656		Accommodations	Accommodations				<p></p>	None	None	None	#008000	local_hotel	text
Blue Shutters Accommodations	45.0890018	-64.355709		Accommodations	Accommodations				<p></p>	None	None	None	#008000	local_hotel	text
Acadia Entrepreneurship Centre	45.0885167011947	-64.3676730920654		Professional Services	Professional Services				<p></p>	None	None	None	#0080c0	business_center	text
Acadia University	45.0885733	-64.366817		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	event_seat	text
Acadia University	45.0885733	-64.366817		Professional Services	Professional Services				<p></p>	None	None	None	#0080c0	business_center	text
Acadia University Art Gallery	45.0905364403973	-64.3648814362373		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	brush	text
Acadia University Bookstore	45.0867497498774	-64.3642899105896		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
Babble & Beyond Speech-Language Services	45.091678058753	-64.3613192245369		Professional Services	Professional Services				<p></p>	None	None	None	#808080	business_center	text
Applewicks Craft Shop	45.0915408	-64.358504		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#0080c0	local_mall	text
Apple Valley Driving School	45.0913180090987	-64.3546635		Professional Services	Professional Services				<p></p>	None	None	None	#0080c0	business_center	text
Bodyworks Massage Therapy	45.0933854	-64.3652979		Professional Services	Professional Services				<p></p>	None	None	None	#cc8df5	spa	text
Burchell MacDougall Lawyers	45.0928872	-64.3633015		Professional Services	Professional Services				<p></p>	None	None	None	#0080c0	business_center	text
Canopy Creative	45.0917367	-64.3518482		Professional Services	Professional Services				<p></p>	None	None	None	#0080c0	business_center	text
Colibri Software	45.0884036	-64.3683366		Professional Services	Professional Services				<p></p>	None	None	None	#0080c0	business_center	text
Destination Acadia	45.0854047173524	-64.3664899422585		Accommodations	Accommodations				<p></p>	None	None	None	#008000	local_hotel	text
Dirt Road Denim	45.0921678	-64.3576257		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
D M Cavanagh Enterprises Ltd.	45.0931507703505	-64.3643905016441		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Dr. Allison Wellwood & Dr. Ben Sabine	45.0874715509664	-64.3714125337295		Health & Wellness	Health & Wellness				<p></p>	None	None	None	#808080	business_center	text
Dr. C.B. Lumsden Royal Canadian Legion Branch 74	45.0919724806841	-64.3573649		Support	Support				<p></p>	None	None	None	#0080c0	domain	text
Eastern Kings Memorial Health Clinic	45.0876213	-64.3708292		Health & Wellness	Health & Wellness				<p></p>	None	None	None	#808080	business_center	text
Edward Jones	45.0920965513189	-64.363946127578		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Exit Realty Town & Country	45.0919214823328	-64.3589329299206		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Fundy Chiropractic and Wellness Centre	45.093435660753	-64.365215683992		Health & Wellness	Health & Wellness				<p></p>	None	None	None	#808080	business_center	text
FYi Doctors Visioncare Optometry	45.0919953613642	-64.3620074465923		Health & Wellness	Health & Wellness				<p></p>	None	None	None	#808080	business_center	text
Hergett Law Inc.	45.0918384023263	-64.3603349343586		Other	Other				<p></p>	None	None	None	#2981ca	business_center	text
Julia Cochrane Editorial Services	45.0843495	-64.3566601		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Julie Skaling Physiotherapy	45.087517	-64.371493		Health & Wellness	Health & Wellness				<p></p>	None	None	None	#808080	business_center	text
Kelly Davison Counselling	45.0934100156821	-64.3651342852501		Health & Wellness	Health & Wellness				<p></p>	None	None	None	#808080	business_center	text
Kody Blois MP	45.0927674576259	-64.3614505431999		Gov Services	Gov Services				<p></p>	None	None	None	#2981ca	business_center	text
Landmark East School	45.0873439245811	-64.379437317791		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	school	text
Lee-Ann Cudmore Acupuncture & Traditional Chinese Medicine	45.0933901337859	-64.3654387159733		Health & Wellness	Health & Wellness				<p></p>	None	None	None	#808080	business_center	text
Sanisteam Development Limited	45.0921315821155	-64.3642532405102	<p></p>	Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Nova Scotia Liquor Corporation	45.0923299	-64.362246		Food	Food				<p></p>	None	None	None	#2981ca	local_mall	text
Locust & Starr Inn	45.0903279574605	-64.358541		Accommodations	Accommodations				<p></p>	None	None	None	#008000	local_hotel	text
Unpredictable Dining	45.0903681967818	-64.3584692509089	<p></p>	Food & Beverages	Food & Beverages				<p></p>	None	None	None	#ff0000	restaurant	text
Binky Donuts & Espresso Bar	45.0902872447065	-64.3585369766865		Food & Beverages	Food & Beverages				<p></p>	None	None	None	#ff0000	restaurant	text
SoundMarket Studio	45.083843	-64.348027		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Steven Slipp Design Inc.	45.0853588	-64.374473		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Stirling Massage Therapy	45.086692	-64.377533		Health & Wellness	Health & Wellness				<p></p>	None	None	None	#808080	business_center	text
Tempestuous Culinary	45.089975	-64.3574999		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Viking Homes	45.0869544	-64.3776781		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Wolfville Area Food Bank	45.0908215	-64.3639772		Food	Food				<p></p>	None	None	None	#2981ca	business_center	text
Wolfville Chiropractic Centre Ltd.	45.0923938395296	-64.3616989573944		Health & Wellness	Health & Wellness				<p></p>	None	None	None	#808080	business_center	text
Wolfville Curling Club	45.092232	-64.3644869		Recreation	Recreation				<p></p>	None	None	None	#2981ca	fitness_center	text
Wolfville Funeral Chapel	45.0905670772456	-64.370015882209		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Wolfville Naturopathic Clinic	45.0933447720687	-64.3651539931847		Professional Services	Professional Services				<p></p>	None	None	None	#808080	business_center	text
Wolfville School	45.0895357762999	-64.3612361067459		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	school	text
Roger E. Strum Ltd.	45.0923592451625	-64.3614860987766		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
The Clayground Studio	45.091917	-64.3587809		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
Morgan Jane Home	45.0915865342339	-64.3629485423279		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
Front Street Community Oven	45.0921297347955	-64.3635951464966		Food & Beverages	Food & Beverages				<p></p>	None	None	None	#2981ca	business_center	text
Luminous Beauty Bar & Boutique	45.091603	-64.357077		Health & Wellness	Health & Wellness				<p></p>	None	None	None	#c18ed7	spa	text
Shay Tirecraft	45.0933179	-64.3639029		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Southwest Nova Insurance Group Inc.	45.0922814	-64.3555826		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Wiles Laundromat	45.0922758	-64.3579742		Professional Services	Professional Services				<p></p>	None	None	None	#2981ca	business_center	text
Devour! The Food Film Fest	45.0922887208437	-64.3593428252007		Food & Beverages	Food & Beverages				<p></p>	None	None	None	#2981ca	business_center	text
Magnolia House	45.0892381	-64.3741344		Accommodations	Accommodations				<p></p>	None	None	None	#008000	local_hotel	text
Acadia Athletics Complex	45.0918483	-64.3684369		Health & Wellness	Health & Wellness				<p></p>	None	None	None	#2981ca	fitness_center	text
Hennigar's Farm Market	45.085269	-64.3864012		Shopping/Retail	Shopping/Retail				<p></p>	None	None	None	#2981ca	local_mall	text
Valley Drama School & Little Apples Theatre Troupe	45.09166	-64.3635467		Professional Services	Professional Services				<p></p>	None	None	None	#0080c0	school	text
